"word{s-19494, h-50453}",in_s,in_h,prob_s,prob_h
yoga,1,7,5.129783523135324e-05,0.0001387429885239728
dunno,1,31,5.129783523135324e-05,0.0006144332348918796
tahan,1,2,5.129783523135324e-05,3.964085386399223e-05
anot,1,2,5.129783523135324e-05,3.964085386399223e-05
lo,1,2,5.129783523135324e-05,3.964085386399223e-05
dude,1,24,5.129783523135324e-05,0.0004756902463679068
afraid,2,3,0.00010259567046270647,5.946128079598835e-05
december,5,1,0.0002564891761567662,1.9820426931996114e-05
11mths+,5,1,0.0002564891761567662,1.9820426931996114e-05
cake,1,9,5.129783523135324e-05,0.00017838384238796505
merry,1,10,5.129783523135324e-05,0.00019820426931996116
christmas,2,12,0.00010259567046270647,0.0002378451231839534
kiss,1,35,5.129783523135324e-05,0.000693714942619864
cud,1,5,5.129783523135324e-05,9.910213465998058e-05
ppl,1,5,5.129783523135324e-05,9.910213465998058e-05
gona,1,3,5.129783523135324e-05,5.946128079598835e-05
l8,1,1,5.129783523135324e-05,1.9820426931996114e-05
waitin,1,4,5.129783523135324e-05,7.928170772798445e-05
1.,3,8,0.0001538935056940597,0.0001585634154559689
pete,2,10,0.00010259567046270647,0.00019820426931996116
guild,1,1,5.129783523135324e-05,1.9820426931996114e-05
bristol,1,2,5.129783523135324e-05,3.964085386399223e-05
problem,1,42,5.129783523135324e-05,0.0008324579311438368
track,1,6,5.129783523135324e-05,0.0001189225615919767
record,6,3,0.0003077870113881194,5.946128079598835e-05
reading,1,13,5.129783523135324e-05,0.0002576655501159495
woman,3,6,0.0001538935056940597,0.0001189225615919767
read,2,14,0.00010259567046270647,0.0002774859770479456
light,1,15,5.129783523135324e-05,0.00029730640397994173
apo,1,2,5.129783523135324e-05,3.964085386399223e-05
k.good,1,1,5.129783523135324e-05,1.9820426931996114e-05
return,2,11,0.00010259567046270647,0.00021802469625195728
immediately,6,5,0.0003077870113881194,9.910213465998058e-05
germany,3,1,0.0001538935056940597,1.9820426931996114e-05
fixed,2,7,0.00010259567046270647,0.0001387429885239728
line,37,10,0.0018980199035600698,0.00019820426931996116
via,3,9,0.0001538935056940597,0.00017838384238796505
access,7,3,0.0003590848466194727,5.946128079598835e-05
85.,2,1,0.00010259567046270647,1.9820426931996114e-05
prepayment,2,1,0.00010259567046270647,1.9820426931996114e-05
evaporated,1,1,5.129783523135324e-05,1.9820426931996114e-05
violated,1,2,5.129783523135324e-05,3.964085386399223e-05
privacy,2,1,0.00010259567046270647,1.9820426931996114e-05
stealing,1,1,5.129783523135324e-05,1.9820426931996114e-05
employer,1,1,5.129783523135324e-05,1.9820426931996114e-05
paperwork,1,2,5.129783523135324e-05,3.964085386399223e-05
report,1,6,5.129783523135324e-05,0.0001189225615919767
supervisor,1,3,5.129783523135324e-05,5.946128079598835e-05
valentine,3,16,0.0001538935056940597,0.0003171268309119378
lifetime,2,2,0.00010259567046270647,3.964085386399223e-05
150p/msg,15,1,0.0007694675284702986,1.9820426931996114e-05
rcvd,7,1,0.0003590848466194727,1.9820426931996114e-05
custcare:08718720201,2,1,0.00010259567046270647,1.9820426931996114e-05
ta-daaaaa,1,1,5.129783523135324e-05,1.9820426931996114e-05
wined,1,1,5.129783523135324e-05,1.9820426931996114e-05
dined,1,1,5.129783523135324e-05,1.9820426931996114e-05
surfing,1,5,5.129783523135324e-05,9.910213465998058e-05
calling,7,14,0.0003590848466194727,0.0002774859770479456
post,6,16,0.0003077870113881194,0.0003171268309119378
1000,6,1,0.0003077870113881194,1.9820426931996114e-05
wiv,3,6,0.0001538935056940597,0.0001189225615919767
caroline,1,2,5.129783523135324e-05,3.964085386399223e-05
favourite,1,3,5.129783523135324e-05,5.946128079598835e-05
bless,1,2,5.129783523135324e-05,3.964085386399223e-05
hiding,1,1,5.129783523135324e-05,1.9820426931996114e-05
stranger,1,3,5.129783523135324e-05,5.946128079598835e-05
interested,1,7,5.129783523135324e-05,0.0001387429885239728
cleared,1,3,5.129783523135324e-05,5.946128079598835e-05
two,2,32,0.00010259567046270647,0.0006342536618238756
round,2,8,0.00010259567046270647,0.0001585634154559689
gudnite,1,3,5.129783523135324e-05,5.946128079598835e-05
....,2,55,0.00010259567046270647,0.0010901234812597863
tc,11,4,0.0005642761875448856,7.928170772798445e-05
practice,1,4,5.129783523135324e-05,7.928170772798445e-05
huiming,1,1,5.129783523135324e-05,1.9820426931996114e-05
num,1,6,5.129783523135324e-05,0.0001189225615919767
small,1,11,5.129783523135324e-05,0.00021802469625195728
prestige,1,1,5.129783523135324e-05,1.9820426931996114e-05
shag,1,1,5.129783523135324e-05,1.9820426931996114e-05
do.interested,1,1,5.129783523135324e-05,1.9820426931996114e-05
sextextuk.com,1,1,5.129783523135324e-05,1.9820426931996114e-05
xxuk,1,1,5.129783523135324e-05,1.9820426931996114e-05
69876.,1,1,5.129783523135324e-05,1.9820426931996114e-05
txts,13,1,0.000666871858007592,1.9820426931996114e-05
jeremiah,1,1,5.129783523135324e-05,1.9820426931996114e-05
iphone,1,1,5.129783523135324e-05,1.9820426931996114e-05
apeshit,1,1,5.129783523135324e-05,1.9820426931996114e-05
day.,1,2,5.129783523135324e-05,3.964085386399223e-05
ever,4,32,0.00020519134092541295,0.0006342536618238756
misbehaved,1,2,5.129783523135324e-05,3.964085386399223e-05
slap,1,3,5.129783523135324e-05,5.946128079598835e-05
urself,1,9,5.129783523135324e-05,0.00017838384238796505
fault,1,8,5.129783523135324e-05,0.0001585634154559689
basically,1,5,5.129783523135324e-05,9.910213465998058e-05
figure,1,12,5.129783523135324e-05,0.0002378451231839534
alcohol,1,3,5.129783523135324e-05,5.946128079598835e-05
jay,1,14,5.129783523135324e-05,0.0002774859770479456
safely,1,1,5.129783523135324e-05,1.9820426931996114e-05
weed,1,10,5.129783523135324e-05,0.00019820426931996116
ish,1,6,5.129783523135324e-05,0.0001189225615919767
ago,1,12,5.129783523135324e-05,0.0002378451231839534
wtf,1,4,5.129783523135324e-05,7.928170772798445e-05
calling.forgot,1,1,5.129783523135324e-05,1.9820426931996114e-05
onam,1,1,5.129783523135324e-05,1.9820426931996114e-05
sirji.i,1,1,5.129783523135324e-05,1.9820426931996114e-05
remembered,1,3,5.129783523135324e-05,5.946128079598835e-05
met,2,10,0.00010259567046270647,0.00019820426931996116
insurance,1,7,5.129783523135324e-05,0.0001387429885239728
person.meet,1,1,5.129783523135324e-05,1.9820426931996114e-05
insha,1,2,5.129783523135324e-05,3.964085386399223e-05
allah.rakhesh,1,1,5.129783523135324e-05,1.9820426931996114e-05
ex,1,10,5.129783523135324e-05,0.00019820426931996116
tata,1,1,5.129783523135324e-05,1.9820426931996114e-05
aig,1,1,5.129783523135324e-05,1.9820426931996114e-05
tissco,1,2,5.129783523135324e-05,3.964085386399223e-05
tayseer,1,2,5.129783523135324e-05,3.964085386399223e-05
cash-balance,7,1,0.0003590848466194727,1.9820426931996114e-05
currently,10,4,0.0005129783523135324,7.928170772798445e-05
maximize,7,1,0.0003590848466194727,1.9820426931996114e-05
cash-in,7,1,0.0003590848466194727,1.9820426931996114e-05
cc,6,1,0.0003077870113881194,1.9820426931996114e-05
hg/suite342/2lands,8,1,0.0004103826818508259,1.9820426931996114e-05
row/w1j6hl,4,1,0.00020519134092541295,1.9820426931996114e-05
unemployed,1,2,5.129783523135324e-05,3.964085386399223e-05
moment,1,13,5.129783523135324e-05,0.0002576655501159495
st,3,10,0.0001538935056940597,0.00019820426931996116
andrews-boy,1,1,5.129783523135324e-05,1.9820426931996114e-05
cold,1,7,5.129783523135324e-05,0.0001387429885239728
posted,1,6,5.129783523135324e-05,0.0001189225615919767
chikku,1,20,5.129783523135324e-05,0.00039640853863992233
-db-,1,1,5.129783523135324e-05,1.9820426931996114e-05
audrey,1,2,5.129783523135324e-05,3.964085386399223e-05
status,1,2,5.129783523135324e-05,3.964085386399223e-05
forward,1,7,5.129783523135324e-05,0.0001387429885239728
dawn,1,1,5.129783523135324e-05,1.9820426931996114e-05
refreshed,1,1,5.129783523135324e-05,1.9820426931996114e-05
alive,1,2,5.129783523135324e-05,3.964085386399223e-05
breathe,1,2,5.129783523135324e-05,3.964085386399223e-05
air,1,6,5.129783523135324e-05,0.0001189225615919767
z,1,1,5.129783523135324e-05,1.9820426931996114e-05
update_now,2,1,0.00010259567046270647,1.9820426931996114e-05
motorola,11,3,0.0005642761875448856,5.946128079598835e-05
sonyericsson,5,1,0.0002564891761567662,1.9820426931996114e-05
bluetooth,9,1,0.0004616805170821791,1.9820426931996114e-05
orange,28,5,0.0014363393864778907,9.910213465998058e-05
mobileupd8,16,1,0.0008207653637016518,1.9820426931996114e-05
call2optout/f4q=,1,1,5.129783523135324e-05,1.9820426931996114e-05
discount,9,3,0.0004616805170821791,5.946128079598835e-05
rp176781,1,1,5.129783523135324e-05,1.9820426931996114e-05
www.regalportfolio.co.uk,1,1,5.129783523135324e-05,1.9820426931996114e-05
uniform,1,1,5.129783523135324e-05,1.9820426931996114e-05
geeee,1,5,5.129783523135324e-05,9.910213465998058e-05
woke,1,10,5.129783523135324e-05,0.00019820426931996116
cuddling,1,2,5.129783523135324e-05,3.964085386399223e-05
spoil,1,1,5.129783523135324e-05,1.9820426931996114e-05
talking,1,13,5.129783523135324e-05,0.0002576655501159495
agree,1,2,5.129783523135324e-05,3.964085386399223e-05
willing,2,5,0.00010259567046270647,9.910213465998058e-05
reference,4,6,0.00020519134092541295,0.0001189225615919767
t91,1,1,5.129783523135324e-05,1.9820426931996114e-05
gbp,1,1,5.129783523135324e-05,1.9820426931996114e-05
seen,1,12,5.129783523135324e-05,0.0002378451231839534
did't,1,5,5.129783523135324e-05,9.910213465998058e-05
recognise,1,2,5.129783523135324e-05,3.964085386399223e-05
happening,1,7,5.129783523135324e-05,0.0001387429885239728
lindsay,1,1,5.129783523135324e-05,1.9820426931996114e-05
sigh,1,7,5.129783523135324e-05,0.0001387429885239728
bar,1,3,5.129783523135324e-05,5.946128079598835e-05
ptbo,1,3,5.129783523135324e-05,5.946128079598835e-05
heron,1,1,5.129783523135324e-05,1.9820426931996114e-05
payasam,1,1,5.129783523135324e-05,1.9820426931996114e-05
rinu,1,1,5.129783523135324e-05,1.9820426931996114e-05
brings,2,8,0.00010259567046270647,0.0001585634154559689
taught,1,1,5.129783523135324e-05,1.9820426931996114e-05
becaus,1,1,5.129783523135324e-05,1.9820426931996114e-05
he,1,2,5.129783523135324e-05,3.964085386399223e-05
verifying,1,1,5.129783523135324e-05,1.9820426931996114e-05
project,1,15,5.129783523135324e-05,0.00029730640397994173
prabu,1,1,5.129783523135324e-05,1.9820426931996114e-05
mistake,2,8,0.00010259567046270647,0.0001585634154559689
body,1,6,5.129783523135324e-05,0.0001189225615919767
quite,1,34,5.129783523135324e-05,0.0006738945156878679
slow,2,10,0.00010259567046270647,0.00019820426931996116
guide,1,6,5.129783523135324e-05,0.0001189225615919767
ovulation,1,2,5.129783523135324e-05,3.964085386399223e-05
relax,1,6,5.129783523135324e-05,0.0001189225615919767
reason,1,18,5.129783523135324e-05,0.0003567676847759301
followin,1,1,5.129783523135324e-05,1.9820426931996114e-05
couple,2,12,0.00010259567046270647,0.0002378451231839534
wallet,1,1,5.129783523135324e-05,1.9820426931996114e-05
leave,3,55,0.0001538935056940597,0.0010901234812597863
945+,1,1,5.129783523135324e-05,1.9820426931996114e-05
6months,2,2,0.00010259567046270647,3.964085386399223e-05
call2optout/n9dx,2,1,0.00010259567046270647,1.9820426931996114e-05
owl,1,1,5.129783523135324e-05,1.9820426931996114e-05
lick,1,5,5.129783523135324e-05,9.910213465998058e-05
mm,1,10,5.129783523135324e-05,0.00019820426931996116
4mths,3,1,0.0001538935056940597,1.9820426931996114e-05
rental,12,1,0.0006155740227762388,1.9820426931996114e-05
11mths,4,1,0.00020519134092541295,1.9820426931996114e-05
mobilesdirect,3,1,0.0001538935056940597,1.9820426931996114e-05
or2stoptxt,3,1,0.0001538935056940597,1.9820426931996114e-05
huh,1,20,5.129783523135324e-05,0.00039640853863992233
sat,3,29,0.0001538935056940597,0.0005747923810278874
intro,1,5,5.129783523135324e-05,9.910213465998058e-05
pilate,1,6,5.129783523135324e-05,0.0001189225615919767
kickboxing,1,1,5.129783523135324e-05,1.9820426931996114e-05
office,2,29,0.00010259567046270647,0.0005747923810278874
lap,1,1,5.129783523135324e-05,1.9820426931996114e-05
shut,1,3,5.129783523135324e-05,5.946128079598835e-05
bout,2,15,0.00010259567046270647,0.00029730640397994173
7.30ish,1,1,5.129783523135324e-05,1.9820426931996114e-05
performance,1,1,5.129783523135324e-05,1.9820426931996114e-05
calculated,1,1,5.129783523135324e-05,1.9820426931996114e-05
month.not,1,1,5.129783523135324e-05,1.9820426931996114e-05
current,3,3,0.0001538935056940597,5.946128079598835e-05
period,1,3,5.129783523135324e-05,5.946128079598835e-05
actually,1,32,5.129783523135324e-05,0.0006342536618238756
rock,2,12,0.00010259567046270647,0.0002378451231839534
putting,1,6,5.129783523135324e-05,0.0001189225615919767
business,1,3,5.129783523135324e-05,5.946128079598835e-05
put,2,29,0.00010259567046270647,0.0005747923810278874
picture,2,7,0.00010259567046270647,0.0001387429885239728
as,1,13,5.129783523135324e-05,0.0002576655501159495
facebook,1,8,5.129783523135324e-05,0.0001585634154559689
al,1,9,5.129783523135324e-05,0.00017838384238796505
salam,1,2,5.129783523135324e-05,3.964085386399223e-05
wahleykkum.sharing,1,1,5.129783523135324e-05,1.9820426931996114e-05
news.by,1,1,5.129783523135324e-05,1.9820426931996114e-05
grace,1,2,5.129783523135324e-05,3.964085386399223e-05
god,2,46,0.00010259567046270647,0.0009117396388718213
joined.hope,1,1,5.129783523135324e-05,1.9820426931996114e-05
fine.inshah,1,1,5.129783523135324e-05,1.9820426931996114e-05
allah,1,4,5.129783523135324e-05,7.928170772798445e-05
sometime.rakhesh,1,1,5.129783523135324e-05,1.9820426931996114e-05
visitor,1,2,5.129783523135324e-05,3.964085386399223e-05
india,2,11,0.00010259567046270647,0.00021802469625195728
change,1,25,5.129783523135324e-05,0.0004955106732999029
field,1,2,5.129783523135324e-05,3.964085386399223e-05
quickly,1,3,5.129783523135324e-05,5.946128079598835e-05
administrator,1,2,5.129783523135324e-05,3.964085386399223e-05
poly,17,1,0.000872063198933005,1.9820426931996114e-05
1st,26,13,0.001333743716015184,0.0002576655501159495
3x£150pw,1,1,5.129783523135324e-05,1.9820426931996114e-05
e£nd,1,1,5.129783523135324e-05,1.9820426931996114e-05
chechi,1,3,5.129783523135324e-05,5.946128079598835e-05
cream,1,4,5.129783523135324e-05,7.928170772798445e-05
shipped,1,2,5.129783523135324e-05,3.964085386399223e-05
none,1,9,5.129783523135324e-05,0.00017838384238796505
yep,1,11,5.129783523135324e-05,0.00021802469625195728
loxahatchee,1,2,5.129783523135324e-05,3.964085386399223e-05
tree,1,4,5.129783523135324e-05,7.928170772798445e-05
burning,1,2,5.129783523135324e-05,3.964085386399223e-05
stoner,1,1,5.129783523135324e-05,1.9820426931996114e-05
slightly,1,2,5.129783523135324e-05,3.964085386399223e-05
disastrous,1,1,5.129783523135324e-05,1.9820426931996114e-05
pm,3,11,0.0001538935056940597,0.00021802469625195728
fav,2,1,0.00010259567046270647,1.9820426931996114e-05
wld,1,2,5.129783523135324e-05,3.964085386399223e-05
drink,3,20,0.0001538935056940597,0.00039640853863992233
busetop,1,1,5.129783523135324e-05,1.9820426931996114e-05
sender,2,2,0.00010259567046270647,3.964085386399223e-05
fullonsms.com,1,6,5.129783523135324e-05,0.0001189225615919767
iron,1,1,5.129783523135324e-05,1.9820426931996114e-05
okies,1,1,5.129783523135324e-05,1.9820426931996114e-05
yan,1,5,5.129783523135324e-05,9.910213465998058e-05
jiu,1,5,5.129783523135324e-05,9.910213465998058e-05
skip,2,2,0.00010259567046270647,3.964085386399223e-05
den,1,32,5.129783523135324e-05,0.0006342536618238756
blah,1,3,5.129783523135324e-05,5.946128079598835e-05
bring,1,26,5.129783523135324e-05,0.000515331100231899
wendy,1,1,5.129783523135324e-05,1.9820426931996114e-05
=d,1,4,5.129783523135324e-05,7.928170772798445e-05
dating,17,1,0.000872063198933005,1.9820426931996114e-05
l,1,3,5.129783523135324e-05,5.946128079598835e-05
box334sk38ch,2,1,0.00010259567046270647,1.9820426931996114e-05
whatsup,1,2,5.129783523135324e-05,3.964085386399223e-05
goal,4,1,0.00020519134092541295,1.9820426931996114e-05
£250,14,1,0.0007181696932389454,1.9820426931996114e-05
competition,1,4,5.129783523135324e-05,7.928170772798445e-05
www.txttowin.co.uk,2,1,0.00010259567046270647,1.9820426931996114e-05
head,1,20,5.129783523135324e-05,0.00039640853863992233
logo,6,1,0.0003077870113881194,1.9820426931996114e-05
name1,2,1,0.00010259567046270647,1.9820426931996114e-05
name2,2,1,0.00010259567046270647,1.9820426931996114e-05
mobno,2,1,0.00010259567046270647,1.9820426931996114e-05
adam,2,1,0.00010259567046270647,1.9820426931996114e-05
eve,5,16,0.0002564891761567662,0.0003171268309119378
yahoo,2,7,0.00010259567046270647,0.0001387429885239728
pobox36504w45wq,5,1,0.0002564891761567662,1.9820426931996114e-05
txtno,2,1,0.00010259567046270647,1.9820426931996114e-05
ad,2,6,0.00010259567046270647,0.0001189225615919767
contacted,5,1,0.0002564891761567662,1.9820426931996114e-05
pobox12n146tf150p,1,1,5.129783523135324e-05,1.9820426931996114e-05
siva,1,2,5.129783523135324e-05,3.964085386399223e-05
hostel,1,5,5.129783523135324e-05,9.910213465998058e-05
aha,1,8,5.129783523135324e-05,0.0001585634154559689
land,18,2,0.0009233610341643582,3.964085386399223e-05
3030.,7,1,0.0003590848466194727,1.9820426931996114e-05
voice,1,10,5.129783523135324e-05,0.00019820426931996116
speaking,1,2,5.129783523135324e-05,3.964085386399223e-05
expression,1,2,5.129783523135324e-05,3.964085386399223e-05
1.childish,1,1,5.129783523135324e-05,1.9820426931996114e-05
2.naughty,1,1,5.129783523135324e-05,1.9820426931996114e-05
3.sentiment,1,1,5.129783523135324e-05,1.9820426931996114e-05
4.rowdy,1,1,5.129783523135324e-05,1.9820426931996114e-05
5.ful,1,1,5.129783523135324e-05,1.9820426931996114e-05
attitude,1,1,5.129783523135324e-05,1.9820426931996114e-05
6.romantic,1,1,5.129783523135324e-05,1.9820426931996114e-05
7.shy,1,1,5.129783523135324e-05,1.9820426931996114e-05
8.attractive,1,1,5.129783523135324e-05,1.9820426931996114e-05
9.funny,1,1,5.129783523135324e-05,1.9820426931996114e-05
.irritating,1,1,5.129783523135324e-05,1.9820426931996114e-05
.lovable,1,1,5.129783523135324e-05,1.9820426931996114e-05
aathi,1,6,5.129783523135324e-05,0.0001189225615919767
urination,1,1,5.129783523135324e-05,1.9820426931996114e-05
esplanade,1,4,5.129783523135324e-05,7.928170772798445e-05
mind,3,40,0.0001538935056940597,0.0007928170772798447
giving,2,7,0.00010259567046270647,0.0001387429885239728
lift,1,7,5.129783523135324e-05,0.0001387429885239728
wnt,1,6,5.129783523135324e-05,0.0001189225615919767
bmw,1,3,5.129783523135324e-05,5.946128079598835e-05
urgently,1,3,5.129783523135324e-05,5.946128079598835e-05
vry,1,6,5.129783523135324e-05,0.0001189225615919767
urgent.but,1,3,5.129783523135324e-05,5.946128079598835e-05
hv,1,5,5.129783523135324e-05,9.910213465998058e-05
shortage,1,3,5.129783523135324e-05,5.946128079598835e-05
lacs.there,1,3,5.129783523135324e-05,5.946128079598835e-05
